Date,Company,Role,Link,ATS score
09/10/22,Goldman Sachs,Technical Product Manager - Associate - Marcus (CWM),https://www.linkedin.com/jobs/view/externalApply/3091037962?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F86132%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=IzlV&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=nQ1TN9A5ZgK0avrdTFoaRg%3D%3D&trk=public_jobs_apply-link-offsite,3.85%
09/10/22,Goldman Sachs,Platform Data Engineer VP - Consumer and Wealth Mgmt Division,https://www.linkedin.com/jobs/view/externalApply/3046247537?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F99784%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=f0bB&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=NoH0uqTJeXAhzxDkY5GKRg%3D%3D&trk=public_jobs_apply-link-offsite,5.31%
09/10/22,Goldman Sachs,Internal Audit - Asset Management Engineering -Associate,https://www.linkedin.com/jobs/view/externalApply/2852797869?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F82826%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=fdQY&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=aRdJlFHA%2B8eh5Xs0iZr6Nw%3D%3D&trk=public_jobs_apply-link-offsite,4.04%
09/10/22,Goldman Sachs,Privacy Platform Developer VP (Dallas TX),https://www.linkedin.com/jobs/view/externalApply/3235213232?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F105190%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=n9dv&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=QAXeNeLzu0rMZP0ZkQZfVw%3D%3D&trk=public_jobs_apply-link-offsite,2.85%
09/10/22,Goldman Sachs,Internal Audit Global Markets Engineering Associate,https://www.linkedin.com/jobs/view/externalApply/2814204761?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F81794%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=8Unk&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=UzHaNiBm83fo7V5VmCF43g%3D%3D&trk=public_jobs_apply-link-offsite,4.64%
09/10/22,Goldman Sachs,Transaction Banking – Client Reporting API Engineering Lead – Digital – Vice President,https://www.linkedin.com/jobs/view/externalApply/3115439140?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F82338%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=o-uE&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=XXHi6EmVdCf8d%2FUMTz8YlQ%3D%3D&trk=public_jobs_apply-link-offsite,6.03%
09/10/22,Goldman Sachs,Global Markets Global Markets Operations and Engineering Finance Associate - SLC,https://www.linkedin.com/jobs/view/externalApply/3125161814?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F102177%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=H_Lk&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=SxhMjtwKv7cBYA4Hvhm4Fg%3D%3D&trk=public_jobs_apply-link-offsite,4.82%
09/10/22,Goldman Sachs,Technical Product Manager - Vice President - Marcus (CWM),https://www.linkedin.com/jobs/view/externalApply/3091044225?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F88915%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=868Y&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=poT2vVH9MK%2FNKP3i9OjpCQ%3D%3D&trk=public_jobs_apply-link-offsite,3.85%
09/10/22,Goldman Sachs,Transaction Banking – Software Engineer – Financial Risk – Vice President,https://www.linkedin.com/jobs/view/externalApply/2861641157?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F89663%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=pPdh&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=%2Brp6LH7hj9pI86zqkc6YYg%3D%3D&trk=public_jobs_apply-link-offsite,6.03%
09/10/22,Goldman Sachs,Cloud Migration Engineer VP - Cloud Enablement (Dallas TX),https://www.linkedin.com/jobs/view/externalApply/3203884042?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F104170%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=mOCq&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=ViJQ81a9bOETRhzVSTsCGA%3D%3D&trk=public_jobs_apply-link-offsite,5.81%
09/10/22,Goldman Sachs,Internal Audit - Consumer Banking Associate,https://www.linkedin.com/jobs/view/externalApply/2880799650?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F91822%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=qVAx&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=vfG4BhphT%2FIdAwCfOyCS3Q%3D%3D&trk=public_jobs_apply-link-offsite,6.22%
09/10/22,Goldman Sachs,HCM People Business Intelligence Center of Excellence -Vice President,https://www.linkedin.com/jobs/view/externalApply/3040490357?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F99142%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=2QD8&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=F1bHjSUX%2Ft%2FFf%2Boc4jZlXA%3D%3D&trk=public_jobs_apply-link-offsite,5.78%
09/10/22,Goldman Sachs,Transaction Banking-Engineering Lead-Deposits-Vice President,https://www.linkedin.com/jobs/view/externalApply/3200576949?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F82355%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=SFRb&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=Pi%2Bj%2FC4XQL8ljJ6oLAoYng%3D%3D&trk=public_jobs_apply-link-offsite,6.35%
09/10/22,Goldman Sachs,Tech Risk - Lead Risk Assessor (Digital Risk Office) - Vice President - New York,https://www.linkedin.com/jobs/view/externalApply/3161556099?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F92351%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=wVIp&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=qTNjbincBMuviv7amOCmrQ%3D%3D&trk=public_jobs_apply-link-offsite,4.38%
